Harga,Kategori,Lokasi,Rating,Skala,Tema,Angka tersewa,Nama event organizer
900000,Sport Event,Palembang,1.2,Besar (300+ orang),Endurance,86,Event Organizer D
750000,Seminar/Webinar,Makassar,3.4,Besar (300+ orang),Learning,52,Event Organizer S
1000000,Corporate Gathering,Medan,4.1,Sedang (51-300 orang),Leadership,98,Event Organizer V
900000,Sport Event,Makassar,2.8,Besar (300+ orang),Fitness,79,Event Organizer X
600000,Charity,Yogyakarta,4.7,Besar (300+ orang),Volunteering,18,Event Organizer K
1200000,Party,Palembang,3.4,Sedang (51-300 orang),Themed,74,Event Organizer L
1200000,Wedding,Balikpapan,2.2,Kecil (10-50 orang),Traditional,88,Event Organizer U
250000,Seminar/Webinar,Surabaya,3.0,Kecil (10-50 orang),Motivational,73,Event Organizer AJ
500000,Corporate Gathering,Denpasar,4.5,Kecil (10-50 orang),Team Building,95,Event Organizer X
250000,Seminar/Webinar,Surabaya,1.4,Kecil (10-50 orang),Professional,72,Event Organizer AH
400000,Charity,Denpasar,1.8,Sedang (51-300 orang),Fundraising,87,Event Organizer AH
1050000,Competition,Denpasar,2.7,Besar (300+ orang),Sportsmanship,30,Event Organizer N
1000000,Corporate Gathering,Medan,2.3,Sedang (51-300 orang),Leadership,20,Event Organizer T
600000,Sport Event,Yogyakarta,4.4,Sedang (51-300 orang),Adventure,29,Event Organizer D
800000,Festival,Medan,1.4,Kecil (10-50 orang),Tradition,18,Event Organizer AJ
200000,Charity,Palembang,1.5,Kecil (10-50 orang),Helping,71,Event Organizer B
400000,Charity,Jakarta,4.9,Sedang (51-300 orang),Giving,83,Event Organizer V
200000,Charity,Makassar,2.0,Kecil (10-50 orang),Fundraising,69,Event Organizer R
250000,Seminar/Webinar,Surabaya,2.4,Kecil (10-50 orang),Motivational,77,Event Organizer AN
700000,Competition,Bandung,2.7,Sedang (51-300 orang),Talent,95,Event Organizer E
250000,Seminar/Webinar,Jakarta,3.5,Kecil (10-50 orang),Learning,83,Event Organizer P
1000000,Corporate Gathering,Balikpapan,4.9,Sedang (51-300 orang),Professionalism,62,Event Organizer AB
1600000,Festival,Yogyakarta,4.1,Sedang (51-300 orang),Culture,51,Event Organizer E
500000,Corporate Gathering,Semarang,3.6,Kecil (10-50 orang),Strategy,14,Event Organizer V
600000,Party,Yogyakarta,4.0,Kecil (10-50 orang),Celebration,9,Event Organizer N
2400000,Wedding,Balikpapan,2.5,Sedang (51-300 orang),Romantic,4,Event Organizer U
1500000,Corporate Gathering,Jakarta,3.6,Besar (300+ orang),Leadership,33,Event Organizer Q
1800000,Party,Balikpapan,4.3,Besar (300+ orang),Music,24,Event Organizer AI
600000,Sport Event,Bandung,3.3,Sedang (51-300 orang),Competition,37,Event Organizer N
600000,Charity,Yogyakarta,1.4,Besar (300+ orang),Giving,42,Event Organizer V
800000,Team Building,Medan,3.2,Sedang (51-300 orang),Trust,29,Event Organizer Z
1200000,Team Building,Palembang,2.9,Besar (300+ orang),Teamwork,52,Event Organizer L
1600000,Festival,Jakarta,3.0,Sedang (51-300 orang),Celebration,41,Event Organizer V
1000000,Corporate Gathering,Semarang,1.3,Sedang (51-300 orang),Leadership,78,Event Organizer Q
2400000,Festival,Denpasar,1.8,Besar (300+ orang),Music,64,Event Organizer T
350000,Competition,Surabaya,4.8,Kecil (10-50 orang),Challenge,13,Event Organizer AE
1600000,Festival,Yogyakarta,4.0,Sedang (51-300 orang),Community,98,Event Organizer AG
1500000,Corporate Gathering,Makassar,4.8,Besar (300+ orang),Collaboration,86,Event Organizer U
600000,Sport Event,Yogyakarta,4.1,Sedang (51-300 orang),Competition,42,Event Organizer S
1500000,Corporate Gathering,Surabaya,3.0,Besar (300+ orang),Professionalism,80,Event Organizer N
600000,Party,Palembang,4.8,Kecil (10-50 orang),Fun,58,Event Organizer H
1000000,Corporate Gathering,Medan,3.6,Sedang (51-300 orang),Leadership,26,Event Organizer Z
300000,Sport Event,Jakarta,4.2,Kecil (10-50 orang),Fitness,9,Event Organizer H
900000,Sport Event,Medan,1.3,Besar (300+ orang),Sportsmanship,59,Event Organizer A
800000,Festival,Surabaya,4.9,Kecil (10-50 orang),Food,16,Event Organizer D
1200000,Team Building,Denpasar,1.1,Besar (300+ orang),Engagement,55,Event Organizer AG
2400000,Festival,Yogyakarta,1.6,Besar (300+ orang),Music,78,Event Organizer H
750000,Seminar/Webinar,Surabaya,3.6,Besar (300+ orang),Learning,80,Event Organizer AB
1600000,Festival,Balikpapan,4.6,Sedang (51-300 orang),Tradition,82,Event Organizer B
800000,Festival,Denpasar,3.4,Kecil (10-50 orang),Culture,91,Event Organizer AB
2400000,Festival,Denpasar,4.6,Besar (300+ orang),Culture,58,Event Organizer A
1600000,Festival,Denpasar,1.8,Sedang (51-300 orang),Music,37,Event Organizer AM
300000,Sport Event,Medan,1.5,Kecil (10-50 orang),Teamwork,9,Event Organizer AE
750000,Seminar/Webinar,Medan,1.1,Besar (300+ orang),Skill Development,34,Event Organizer AD
1200000,Wedding,Surabaya,3.4,Kecil (10-50 orang),Classic,35,Event Organizer Z
1050000,Competition,Palembang,4.0,Besar (300+ orang),Excellence,55,Event Organizer J
400000,Team Building,Surabaya,4.8,Kecil (10-50 orang),Engagement,35,Event Organizer AL
1600000,Festival,Bandung,3.3,Sedang (51-300 orang),Arts,55,Event Organizer M
1500000,Corporate Gathering,Yogyakarta,2.0,Besar (300+ orang),Networking,18,Event Organizer E
600000,Sport Event,Balikpapan,2.3,Sedang (51-300 orang),Sportsmanship,33,Event Organizer D
300000,Sport Event,Surabaya,4.4,Kecil (10-50 orang),Teamwork,95,Event Organizer H
900000,Sport Event,Yogyakarta,4.0,Besar (300+ orang),Adventure,71,Event Organizer T
800000,Team Building,Jakarta,1.4,Sedang (51-300 orang),Engagement,21,Event Organizer AJ
300000,Sport Event,Jakarta,2.7,Kecil (10-50 orang),Endurance,44,Event Organizer T
1200000,Party,Jakarta,4.5,Sedang (51-300 orang),Music,41,Event Organizer W
3600000,Wedding,Denpasar,3.7,Besar (300+ orang),Classic,51,Event Organizer P
250000,Seminar/Webinar,Medan,4.4,Kecil (10-50 orang),Innovation,63,Event Organizer AN
400000,Charity,Medan,3.2,Sedang (51-300 orang),Community,43,Event Organizer AB
2400000,Wedding,Bandung,5.0,Sedang (51-300 orang),Classic,1,Event Organizer N
3600000,Wedding,Bandung,2.7,Besar (300+ orang),Intimate,84,Event Organizer J
500000,Corporate Gathering,Bandung,3.8,Kecil (10-50 orang),Team Building,78,Event Organizer D
2400000,Wedding,Palembang,4.9,Sedang (51-300 orang),Romantic,6,Event Organizer AJ
1050000,Competition,Palembang,2.8,Besar (300+ orang),Victory,77,Event Organizer Z
1200000,Party,Bandung,2.7,Sedang (51-300 orang),Themed,29,Event Organizer Y
1600000,Festival,Makassar,2.3,Sedang (51-300 orang),Music,16,Event Organizer P
200000,Charity,Denpasar,3.8,Kecil (10-50 orang),Community,62,Event Organizer U
750000,Seminar/Webinar,Bandung,2.8,Besar (300+ orang),Skill Development,85,Event Organizer Q
500000,Seminar/Webinar,Denpasar,4.1,Sedang (51-300 orang),Learning,37,Event Organizer AD
200000,Charity,Medan,3.2,Kecil (10-50 orang),Awareness,45,Event Organizer AE
600000,Charity,Surabaya,3.1,Besar (300+ orang),Awareness,7,Event Organizer W
1200000,Wedding,Balikpapan,2.1,Kecil (10-50 orang),Intimate,38,Event Organizer AC
3600000,Wedding,Jakarta,3.9,Besar (300+ orang),Cultural,13,Event Organizer R
600000,Party,Denpasar,4.9,Kecil (10-50 orang),Fun,46,Event Organizer R
3600000,Wedding,Bandung,1.2,Besar (300+ orang),Elegant,68,Event Organizer H
400000,Charity,Medan,1.6,Sedang (51-300 orang),Helping,67,Event Organizer AK
500000,Corporate Gathering,Medan,4.3,Kecil (10-50 orang),Team Building,39,Event Organizer AD
1600000,Festival,Jakarta,1.5,Sedang (51-300 orang),Celebration,96,Event Organizer C
250000,Seminar/Webinar,Palembang,4.0,Kecil (10-50 orang),Professional,31,Event Organizer AD
200000,Charity,Bandung,1.1,Kecil (10-50 orang),Helping,63,Event Organizer I
1000000,Corporate Gathering,Makassar,4.1,Sedang (51-300 orang),Networking,89,Event Organizer AL
1600000,Festival,Jakarta,2.8,Sedang (51-300 orang),Arts,100,Event Organizer AJ
300000,Sport Event,Surabaya,1.8,Kecil (10-50 orang),Teamwork,100,Event Organizer AA
900000,Sport Event,Medan,4.3,Besar (300+ orang),Fitness,43,Event Organizer A
900000,Sport Event,Bandung,1.1,Besar (300+ orang),Endurance,89,Event Organizer H
400000,Charity,Makassar,3.9,Sedang (51-300 orang),Community,23,Event Organizer AE
500000,Seminar/Webinar,Semarang,2.1,Sedang (51-300 orang),Innovation,82,Event Organizer J
2400000,Wedding,Yogyakarta,3.6,Sedang (51-300 orang),Elegant,61,Event Organizer X
2400000,Wedding,Balikpapan,1.4,Sedang (51-300 orang),Romantic,16,Event Organizer R
2400000,Wedding,Balikpapan,3.2,Sedang (51-300 orang),Cultural,27,Event Organizer C
400000,Charity,Medan,4.7,Sedang (51-300 orang),Fundraising,48,Event Organizer H
1000000,Corporate Gathering,Balikpapan,1.2,Sedang (51-300 orang),Strategy,60,Event Organizer G
300000,Sport Event,Surabaya,4.3,Kecil (10-50 orang),Sportsmanship,93,Event Organizer S
600000,Sport Event,Bandung,2.9,Sedang (51-300 orang),Adventure,8,Event Organizer M
1200000,Wedding,Makassar,1.2,Kecil (10-50 orang),Classic,79,Event Organizer AB
500000,Seminar/Webinar,Balikpapan,4.0,Sedang (51-300 orang),Professional,33,Event Organizer F
400000,Charity,Bandung,3.8,Sedang (51-300 orang),Fundraising,13,Event Organizer U
800000,Festival,Denpasar,1.5,Kecil (10-50 orang),Tradition,55,Event Organizer K
600000,Party,Palembang,2.4,Kecil (10-50 orang),Themed,24,Event Organizer AD
600000,Charity,Yogyakarta,3.4,Besar (300+ orang),Helping,59,Event Organizer AM
600000,Party,Surabaya,3.7,Kecil (10-50 orang),Themed,96,Event Organizer L
500000,Seminar/Webinar,Palembang,3.5,Sedang (51-300 orang),Innovation,8,Event Organizer A
800000,Team Building,Denpasar,4.3,Sedang (51-300 orang),Communication,5,Event Organizer P
1500000,Corporate Gathering,Medan,4.7,Besar (300+ orang),Leadership,44,Event Organizer AC
2400000,Wedding,Medan,4.8,Sedang (51-300 orang),Intimate,63,Event Organizer E
800000,Team Building,Medan,4.9,Sedang (51-300 orang),Engagement,12,Event Organizer L
250000,Seminar/Webinar,Yogyakarta,4.1,Kecil (10-50 orang),Learning,56,Event Organizer AN
750000,Seminar/Webinar,Makassar,2.5,Besar (300+ orang),Motivational,59,Event Organizer AF
300000,Sport Event,Makassar,4.8,Kecil (10-50 orang),Sportsmanship,23,Event Organizer U
1800000,Party,Yogyakarta,1.4,Besar (300+ orang),Entertainment,68,Event Organizer Y
400000,Charity,Yogyakarta,4.8,Sedang (51-300 orang),Helping,3,Event Organizer F
500000,Corporate Gathering,Balikpapan,2.0,Kecil (10-50 orang),Professionalism,30,Event Organizer Z
750000,Seminar/Webinar,Balikpapan,2.2,Besar (300+ orang),Educational,2,Event Organizer AG
400000,Team Building,Yogyakarta,2.2,Kecil (10-50 orang),Problem Solving,63,Event Organizer AM
800000,Festival,Semarang,3.9,Kecil (10-50 orang),Celebration,38,Event Organizer T
800000,Festival,Denpasar,3.6,Kecil (10-50 orang),Culture,64,Event Organizer S
250000,Seminar/Webinar,Medan,1.8,Kecil (10-50 orang),Learning,62,Event Organizer K
1200000,Party,Medan,1.3,Sedang (51-300 orang),Fun,41,Event Organizer Q
2400000,Wedding,Semarang,3.4,Sedang (51-300 orang),Classic,97,Event Organizer AN
500000,Corporate Gathering,Yogyakarta,3.3,Kecil (10-50 orang),Networking,94,Event Organizer O
1050000,Competition,Denpasar,3.4,Besar (300+ orang),Performance,69,Event Organizer V
600000,Party,Jakarta,4.5,Kecil (10-50 orang),Fun,42,Event Organizer S
500000,Seminar/Webinar,Bandung,1.1,Sedang (51-300 orang),Learning,57,Event Organizer AF
400000,Charity,Balikpapan,2.4,Sedang (51-300 orang),Support,20,Event Organizer AJ
500000,Seminar/Webinar,Surabaya,4.9,Sedang (51-300 orang),Motivational,76,Event Organizer AN
1500000,Corporate Gathering,Balikpapan,1.6,Besar (300+ orang),Professionalism,77,Event Organizer AI
700000,Competition,Yogyakarta,1.6,Sedang (51-300 orang),Sportsmanship,82,Event Organizer J
500000,Corporate Gathering,Semarang,1.2,Kecil (10-50 orang),Leadership,14,Event Organizer AN
1800000,Party,Denpasar,3.0,Besar (300+ orang),Music,31,Event Organizer O
900000,Sport Event,Jakarta,3.4,Besar (300+ orang),Health,77,Event Organizer H
1800000,Party,Surabaya,2.8,Besar (300+ orang),Entertainment,45,Event Organizer V
300000,Sport Event,Jakarta,3.9,Kecil (10-50 orang),Endurance,58,Event Organizer V
700000,Competition,Balikpapan,1.8,Sedang (51-300 orang),Excellence,56,Event Organizer K
700000,Competition,Yogyakarta,1.6,Sedang (51-300 orang),Achievement,11,Event Organizer J
300000,Sport Event,Jakarta,2.9,Kecil (10-50 orang),Competition,78,Event Organizer P
400000,Charity,Denpasar,1.4,Sedang (51-300 orang),Fundraising,100,Event Organizer AN
1600000,Festival,Medan,1.9,Sedang (51-300 orang),Music,29,Event Organizer K
800000,Team Building,Semarang,4.5,Sedang (51-300 orang),Problem Solving,48,Event Organizer AI
3600000,Wedding,Bandung,1.8,Besar (300+ orang),Romantic,96,Event Organizer Y
700000,Competition,Balikpapan,2.1,Sedang (51-300 orang),Victory,81,Event Organizer C
200000,Charity,Medan,4.8,Kecil (10-50 orang),Volunteering,87,Event Organizer P
2400000,Wedding,Jakarta,2.3,Sedang (51-300 orang),Intimate,5,Event Organizer AJ
250000,Seminar/Webinar,Yogyakarta,1.5,Kecil (10-50 orang),Professional,48,Event Organizer A
3600000,Wedding,Balikpapan,3.3,Besar (300+ orang),Cultural,81,Event Organizer AA
3600000,Wedding,Makassar,3.6,Besar (300+ orang),Modern,2,Event Organizer L
750000,Seminar/Webinar,Surabaya,4.7,Besar (300+ orang),Skill Development,58,Event Organizer AC
500000,Seminar/Webinar,Medan,3.1,Sedang (51-300 orang),Innovation,27,Event Organizer AF
1200000,Wedding,Balikpapan,4.0,Kecil (10-50 orang),Elegant,73,Event Organizer AL
1050000,Competition,Surabaya,2.6,Besar (300+ orang),Performance,13,Event Organizer B
500000,Corporate Gathering,Surabaya,1.6,Kecil (10-50 orang),Leadership,64,Event Organizer X
1200000,Team Building,Bandung,1.1,Besar (300+ orang),Collaboration,90,Event Organizer M
600000,Charity,Jakarta,1.9,Besar (300+ orang),Helping,31,Event Organizer R
500000,Corporate Gathering,Bandung,2.0,Kecil (10-50 orang),Leadership,85,Event Organizer AK
2400000,Festival,Surabaya,2.3,Besar (300+ orang),Food,62,Event Organizer N
2400000,Wedding,Palembang,1.7,Sedang (51-300 orang),Intimate,89,Event Organizer H
200000,Charity,Bandung,2.9,Kecil (10-50 orang),Giving,41,Event Organizer D
750000,Seminar/Webinar,Makassar,1.7,Besar (300+ orang),Innovation,43,Event Organizer R
400000,Team Building,Bandung,4.4,Kecil (10-50 orang),Strategy,48,Event Organizer R
1050000,Competition,Semarang,4.0,Besar (300+ orang),Talent,79,Event Organizer AI
1800000,Party,Palembang,4.8,Besar (300+ orang),Entertainment,28,Event Organizer F
1500000,Corporate Gathering,Makassar,3.9,Besar (300+ orang),Innovation,51,Event Organizer J
600000,Charity,Surabaya,4.4,Besar (300+ orang),Volunteering,14,Event Organizer Q
400000,Charity,Bandung,2.2,Sedang (51-300 orang),Fundraising,11,Event Organizer I
1200000,Party,Semarang,4.3,Sedang (51-300 orang),Entertainment,23,Event Organizer AM
300000,Sport Event,Surabaya,3.1,Kecil (10-50 orang),Competition,69,Event Organizer AF
800000,Festival,Medan,1.1,Kecil (10-50 orang),Culture,39,Event Organizer J
2400000,Wedding,Palembang,2.8,Sedang (51-300 orang),Modern,51,Event Organizer AA
500000,Corporate Gathering,Makassar,1.8,Kecil (10-50 orang),Collaboration,4,Event Organizer AG
600000,Charity,Surabaya,1.5,Besar (300+ orang),Community,52,Event Organizer AB
800000,Team Building,Semarang,3.9,Sedang (51-300 orang),Teamwork,35,Event Organizer Z
1600000,Festival,Surabaya,2.9,Sedang (51-300 orang),Tradition,55,Event Organizer X
300000,Sport Event,Surabaya,1.8,Kecil (10-50 orang),Health,50,Event Organizer J
350000,Competition,Denpasar,4.3,Kecil (10-50 orang),Achievement,51,Event Organizer E
250000,Seminar/Webinar,Medan,3.5,Kecil (10-50 orang),Skill Development,38,Event Organizer D
800000,Festival,Denpasar,3.1,Kecil (10-50 orang),Community,95,Event Organizer AA
700000,Competition,Yogyakarta,2.8,Sedang (51-300 orang),Victory,32,Event Organizer Q
1800000,Party,Jakarta,3.4,Besar (300+ orang),Dance,13,Event Organizer Z
1200000,Party,Bandung,3.6,Sedang (51-300 orang),Fun,50,Event Organizer D
600000,Charity,Bandung,2.7,Besar (300+ orang),Community,21,Event Organizer V
800000,Festival,Makassar,2.5,Kecil (10-50 orang),Tradition,60,Event Organizer A
3600000,Wedding,Surabaya,1.5,Besar (300+ orang),Modern,11,Event Organizer AL
1200000,Wedding,Jakarta,4.8,Kecil (10-50 orang),Elegant,75,Event Organizer AM
1200000,Team Building,Semarang,2.7,Besar (300+ orang),Problem Solving,59,Event Organizer V
800000,Team Building,Balikpapan,1.2,Sedang (51-300 orang),Teamwork,45,Event Organizer P
300000,Sport Event,Jakarta,1.5,Kecil (10-50 orang),Teamwork,45,Event Organizer S
350000,Competition,Denpasar,1.8,Kecil (10-50 orang),Victory,15,Event Organizer AM
2400000,Wedding,Makassar,1.6,Sedang (51-300 orang),Modern,43,Event Organizer T
500000,Corporate Gathering,Makassar,3.7,Kecil (10-50 orang),Networking,52,Event Organizer G
400000,Charity,Balikpapan,4.9,Sedang (51-300 orang),Support,20,Event Organizer G
900000,Sport Event,Semarang,4.4,Besar (300+ orang),Competition,99,Event Organizer O
1200000,Team Building,Palembang,4.8,Besar (300+ orang),Teamwork,21,Event Organizer AD
1000000,Corporate Gathering,Semarang,1.5,Sedang (51-300 orang),Innovation,9,Event Organizer AL
250000,Seminar/Webinar,Semarang,2.8,Kecil (10-50 orang),Innovation,79,Event Organizer Q
600000,Party,Makassar,2.3,Kecil (10-50 orang),Social,90,Event Organizer AA
2400000,Festival,Medan,3.6,Besar (300+ orang),Food,96,Event Organizer O
2400000,Wedding,Palembang,3.4,Sedang (51-300 orang),Traditional,69,Event Organizer A
400000,Team Building,Balikpapan,1.2,Kecil (10-50 orang),Teamwork,25,Event Organizer AK
800000,Team Building,Denpasar,3.8,Sedang (51-300 orang),Trust,5,Event Organizer D
3600000,Wedding,Balikpapan,1.3,Besar (300+ orang),Intimate,8,Event Organizer V
2400000,Festival,Bandung,3.0,Besar (300+ orang),Celebration,43,Event Organizer R
600000,Charity,Bandung,3.6,Besar (300+ orang),Giving,41,Event Organizer L
800000,Festival,Bandung,4.7,Kecil (10-50 orang),Community,29,Event Organizer M
500000,Corporate Gathering,Makassar,1.9,Kecil (10-50 orang),Team Building,48,Event Organizer F
600000,Party,Yogyakarta,3.4,Kecil (10-50 orang),Themed,75,Event Organizer AB
500000,Corporate Gathering,Makassar,2.9,Kecil (10-50 orang),Professionalism,13,Event Organizer AB
400000,Charity,Bandung,4.9,Sedang (51-300 orang),Community,95,Event Organizer H
700000,Competition,Yogyakarta,3.9,Sedang (51-300 orang),Excellence,65,Event Organizer AM
400000,Team Building,Semarang,4.9,Kecil (10-50 orang),Problem Solving,51,Event Organizer Z
250000,Seminar/Webinar,Makassar,1.1,Kecil (10-50 orang),Professional,1,Event Organizer AC
2400000,Festival,Medan,3.3,Besar (300+ orang),Arts,86,Event Organizer AE
800000,Festival,Yogyakarta,1.7,Kecil (10-50 orang),Celebration,5,Event Organizer C
350000,Competition,Bandung,1.9,Kecil (10-50 orang),Achievement,95,Event Organizer G
2400000,Festival,Surabaya,2.2,Besar (300+ orang),Music,78,Event Organizer W
1200000,Party,Yogyakarta,1.2,Sedang (51-300 orang),Themed,49,Event Organizer X
800000,Festival,Bandung,3.3,Kecil (10-50 orang),Arts,70,Event Organizer M
750000,Seminar/Webinar,Makassar,5.0,Besar (300+ orang),Professional,31,Event Organizer A
1200000,Team Building,Balikpapan,1.2,Besar (300+ orang),Teamwork,26,Event Organizer AD
900000,Sport Event,Balikpapan,1.6,Besar (300+ orang),Sportsmanship,33,Event Organizer AN
500000,Corporate Gathering,Denpasar,1.3,Kecil (10-50 orang),Collaboration,43,Event Organizer AA
1500000,Corporate Gathering,Semarang,2.8,Besar (300+ orang),Collaboration,1,Event Organizer W
700000,Competition,Bandung,3.4,Sedang (51-300 orang),Victory,96,Event Organizer AJ
700000,Competition,Jakarta,4.3,Sedang (51-300 orang),Excellence,19,Event Organizer A
700000,Competition,Medan,3.1,Sedang (51-300 orang),Excellence,57,Event Organizer Q
800000,Festival,Balikpapan,4.2,Kecil (10-50 orang),Arts,42,Event Organizer AH
400000,Team Building,Yogyakarta,4.7,Kecil (10-50 orang),Problem Solving,75,Event Organizer Z
300000,Sport Event,Medan,3.0,Kecil (10-50 orang),Endurance,21,Event Organizer AG
2400000,Wedding,Denpasar,1.5,Sedang (51-300 orang),Traditional,17,Event Organizer D
500000,Seminar/Webinar,Bandung,3.7,Sedang (51-300 orang),Skill Development,2,Event Organizer J
2400000,Wedding,Balikpapan,2.4,Sedang (51-300 orang),Intimate,4,Event Organizer G
350000,Competition,Bandung,2.2,Kecil (10-50 orang),Performance,39,Event Organizer S
400000,Team Building,Jakarta,1.9,Kecil (10-50 orang),Engagement,5,Event Organizer I
600000,Charity,Makassar,4.3,Besar (300+ orang),Awareness,64,Event Organizer Y
1500000,Corporate Gathering,Palembang,4.6,Besar (300+ orang),Networking,77,Event Organizer AN
2400000,Festival,Bandung,1.4,Besar (300+ orang),Music,45,Event Organizer T
1000000,Corporate Gathering,Balikpapan,4.5,Sedang (51-300 orang),Professionalism,98,Event Organizer V
800000,Team Building,Bandung,2.5,Sedang (51-300 orang),Trust,99,Event Organizer AA
750000,Seminar/Webinar,Makassar,1.7,Besar (300+ orang),Innovation,27,Event Organizer J
1000000,Corporate Gathering,Semarang,1.3,Sedang (51-300 orang),Team Building,50,Event Organizer S
200000,Charity,Yogyakarta,2.8,Kecil (10-50 orang),Awareness,77,Event Organizer I
1200000,Team Building,Denpasar,1.6,Besar (300+ orang),Collaboration,81,Event Organizer E
1600000,Festival,Surabaya,1.5,Sedang (51-300 orang),Community,30,Event Organizer AA
200000,Charity,Makassar,3.3,Kecil (10-50 orang),Community,91,Event Organizer A
400000,Team Building,Makassar,1.2,Kecil (10-50 orang),Problem Solving,38,Event Organizer J
750000,Seminar/Webinar,Semarang,1.4,Besar (300+ orang),Skill Development,53,Event Organizer G
1500000,Corporate Gathering,Medan,3.3,Besar (300+ orang),Collaboration,88,Event Organizer G
1200000,Wedding,Jakarta,4.1,Kecil (10-50 orang),Traditional,84,Event Organizer I
600000,Party,Palembang,1.7,Kecil (10-50 orang),Celebration,72,Event Organizer AJ
2400000,Wedding,Denpasar,4.3,Sedang (51-300 orang),Intimate,92,Event Organizer AB
500000,Corporate Gathering,Makassar,4.3,Kecil (10-50 orang),Leadership,53,Event Organizer Q
800000,Festival,Yogyakarta,4.3,Kecil (10-50 orang),Culture,84,Event Organizer AA
1200000,Wedding,Makassar,2.4,Kecil (10-50 orang),Intimate,34,Event Organizer I
900000,Sport Event,Palembang,3.2,Besar (300+ orang),Adventure,33,Event Organizer Z
900000,Sport Event,Palembang,2.5,Besar (300+ orang),Endurance,77,Event Organizer AD
200000,Charity,Palembang,2.9,Kecil (10-50 orang),Giving,98,Event Organizer AJ
1200000,Team Building,Balikpapan,3.5,Besar (300+ orang),Communication,67,Event Organizer AM
300000,Sport Event,Jakarta,1.8,Kecil (10-50 orang),Health,57,Event Organizer AN
3600000,Wedding,Palembang,3.8,Besar (300+ orang),Romantic,54,Event Organizer Y
1200000,Party,Palembang,4.8,Sedang (51-300 orang),Themed,70,Event Organizer AH
600000,Charity,Semarang,3.5,Besar (300+ orang),Awareness,29,Event Organizer D
1200000,Party,Surabaya,1.3,Sedang (51-300 orang),Social,57,Event Organizer AG
3600000,Wedding,Denpasar,4.5,Besar (300+ orang),Classic,50,Event Organizer AG
300000,Sport Event,Makassar,1.9,Kecil (10-50 orang),Competition,59,Event Organizer AC
750000,Seminar/Webinar,Surabaya,4.9,Besar (300+ orang),Innovation,51,Event Organizer J
1500000,Corporate Gathering,Makassar,2.1,Besar (300+ orang),Team Building,80,Event Organizer S
1050000,Competition,Denpasar,4.0,Besar (300+ orang),Talent,55,Event Organizer AB
2400000,Festival,Yogyakarta,2.6,Besar (300+ orang),Arts,70,Event Organizer F
600000,Charity,Medan,1.3,Besar (300+ orang),Giving,56,Event Organizer AM
250000,Seminar/Webinar,Palembang,4.4,Kecil (10-50 orang),Motivational,95,Event Organizer K
400000,Team Building,Medan,2.2,Kecil (10-50 orang),Communication,68,Event Organizer N
1600000,Festival,Bandung,4.6,Sedang (51-300 orang),Music,94,Event Organizer I
600000,Party,Balikpapan,3.2,Kecil (10-50 orang),Social,12,Event Organizer G
1800000,Party,Balikpapan,3.8,Besar (300+ orang),Music,65,Event Organizer J
350000,Competition,Jakarta,3.5,Kecil (10-50 orang),Victory,22,Event Organizer A
400000,Charity,Yogyakarta,3.3,Sedang (51-300 orang),Fundraising,18,Event Organizer AJ
900000,Sport Event,Bandung,4.2,Besar (300+ orang),Health,41,Event Organizer M
2400000,Wedding,Jakarta,3.5,Sedang (51-300 orang),Classic,68,Event Organizer F
1200000,Wedding,Bandung,1.3,Kecil (10-50 orang),Intimate,5,Event Organizer X
1200000,Wedding,Makassar,3.9,Kecil (10-50 orang),Classic,20,Event Organizer AM
600000,Party,Denpasar,4.0,Kecil (10-50 orang),Entertainment,12,Event Organizer T
1800000,Party,Palembang,1.6,Besar (300+ orang),Entertainment,49,Event Organizer Y
300000,Sport Event,Medan,4.9,Kecil (10-50 orang),Sportsmanship,33,Event Organizer L
400000,Team Building,Bandung,4.3,Kecil (10-50 orang),Problem Solving,95,Event Organizer E
400000,Charity,Balikpapan,2.3,Sedang (51-300 orang),Community,67,Event Organizer AL
600000,Sport Event,Surabaya,3.3,Sedang (51-300 orang),Fitness,23,Event Organizer X
350000,Competition,Surabaya,3.6,Kecil (10-50 orang),Talent,95,Event Organizer Y
1050000,Competition,Palembang,2.1,Besar (300+ orang),Excellence,63,Event Organizer H
1000000,Corporate Gathering,Palembang,2.2,Sedang (51-300 orang),Strategy,80,Event Organizer E
700000,Competition,Jakarta,4.7,Sedang (51-300 orang),Sportsmanship,98,Event Organizer N
400000,Team Building,Denpasar,4.4,Kecil (10-50 orang),Problem Solving,19,Event Organizer H
800000,Team Building,Surabaya,2.5,Sedang (51-300 orang),Teamwork,9,Event Organizer AB
1600000,Festival,Jakarta,3.9,Sedang (51-300 orang),Music,45,Event Organizer AI
300000,Sport Event,Yogyakarta,1.3,Kecil (10-50 orang),Fitness,75,Event Organizer H
250000,Seminar/Webinar,Semarang,1.6,Kecil (10-50 orang),Growth,55,Event Organizer AC
3600000,Wedding,Yogyakarta,3.5,Besar (300+ orang),Intimate,92,Event Organizer Q
1200000,Team Building,Palembang,2.7,Besar (300+ orang),Strategy,56,Event Organizer X
300000,Sport Event,Medan,2.3,Kecil (10-50 orang),Adventure,44,Event Organizer E
250000,Seminar/Webinar,Yogyakarta,4.8,Kecil (10-50 orang),Professional,10,Event Organizer R
600000,Party,Jakarta,2.6,Kecil (10-50 orang),Celebration,63,Event Organizer T
